,access,income,pop_ratio,shannon
0,0.971495364364,43255.9318011,0.316223226381,2.00884688205
1,2.81847644985,36966.6747587,0.176764631461,2.29447735584
2,1.6,33169.0,4.32452830189,2.12358077281
3,1.48957566496,38583.6421619,0.320593017035,2.20824643175
4,1.33856262455,38521.2589514,0.233070031715,1.99636227259
5,1.37283868458,44692.9076831,0.231802126301,1.81943093567
6,1.10944423298,39333.4281931,0.166960151471,1.8863989049
7,1.39068482105,35424.6106141,0.417506752552,1.81213693166
8,1.45910678949,34827.6184761,1.37488137709,1.98132484109
9,1.77191938372,39216.2125662,0.291737843461,2.09691845328
10,1.72128754673,37418.3605263,0.297761209925,1.86032252785
11,1.75123649147,29585.3257755,0.366854308496,1.96969590976
12,2.49998210121,39209.3946562,0.487737700051,2.46581715719
13,2.23297239133,38334.6607349,0.437275772154,2.24152721409
14,1.79954639169,34106.1694525,0.247423270109,2.06431077811
15,1.66559923276,29281.1683334,0.192099179724,2.15098888121
16,1.69292182384,32237.0233469,0.207839585805,2.3128485414
17,1.63238649353,39594.463543,0.373582504377,1.99355384791
18,1.66714646519,40331.7350091,0.450079713606,2.50514182467
19,1.7466000519,41737.1163285,0.251048779179,1.84022803554
20,3.1899054828,34582.5444603,0.509241282401,2.76337027464
21,1.93818038913,40769.3424215,0.62766693318,2.05839104776
22,2.18274254929,35561.0489954,0.334335558535,2.57651944129
23,2.15088878913,35517.5261035,0.559380286397,2.21286567326
24,1.76029089169,34645.8775914,0.21955605892,2.13058876947
25,1.46581627033,32319.8450786,0.603529899475,1.87086145361
26,3.06460771518,33117.9334424,0.316915678171,2.109450484
27,1.63513000941,36112.4830596,0.229829281868,2.32550087054
28,3.0484230347,47828.908462,0.634957695032,2.38727469996
29,2.15932920692,48577.6029997,0.405366401283,2.25661700533
30,1.88698914684,49150.4993503,0.291036134898,1.91011342962
31,2.52262233031,31777.2278955,0.22690755665,1.96214484145
32,3.0245879584,51165.1412885,0.882101238932,2.13936069957
33,2.29151345997,35307.2435111,0.181752700099,1.96108744717
34,2.20755940864,38352.3658068,0.900365475733,1.68589787076
35,2.37042826683,45142.758642,0.880042818694,2.16600804273
36,2.09505301513,44229.1194983,0.286775357807,2.0551184037
37,1.95990150291,33574.5712103,0.337753207082,1.91782173246
38,3.18499414281,37697.6406453,0.245258701716,2.25605740018
39,1.77066531763,30059.4694014,0.45914053809,2.21729522937
40,3.77496179879,27985.0139234,0.317154229491,1.83134664233
41,3.80558860946,33737.4324752,0.230541660214,2.443266201
42,3.17281834144,31080.0826215,0.24459782363,2.31296773529
43,3.69992518334,49909.4469085,0.319849035396,2.03461061024
44,4.11797220184,44178.4252202,0.416209258819,1.76151491173
45,4.03642067046,33406.1982854,0.360894292685,2.14481843549
46,3.84974037848,34012.4192892,0.553076543794,2.55919605219
47,3.03382691617,34621.8356966,0.282484853132,2.75781260276
48,3.14544764617,46726.7603866,0.206335807546,1.82975333172
49,4.24160974597,40951.4023637,0.257348417547,2.43803783192
50,4.67810325752,44901.5663828,0.767705967786,2.37241630915
51,4.12751532673,42450.1166779,1.39087626847,2.04766410992
52,3.42020425157,39150.7467323,0.383140732353,2.27556594647
53,4.20617366046,37358.9951701,0.227011334354,2.11612250535
54,3.79388752369,46946.9304566,0.511754927451,2.49726152641
55,4.78305968133,37183.7171577,0.281092550103,2.14752612032
56,3.77273815895,32492.4352146,0.228145423367,2.06063509178
57,5.55157797873,63742.5446287,1.47876798161,2.46794630964
58,5.68472821243,77090.1702242,3.05938325232,2.23913381888
59,4.18164743829,33885.7355371,0.403881446903,1.9304879521
60,5.11269921593,36196.9203425,2.05397917109,2.95790149003
61,5.03068189845,37066.2354346,0.694344387398,2.10696843546
62,2.99302130721,48168.8795686,0.372212282048,2.21043499355
63,4.22174458062,46807.3179719,0.354277683046,2.62362395165
64,4.13479804886,41305.8691779,0.199051927082,2.51902651298
65,4.86064300424,56254.3221144,1.27381291333,1.90217407842
66,6.02461107565,51521.0533543,8.16819732982,2.61022396198
67,3.55742661398,31202.0726734,0.245775446008,2.15156776556
68,4.15688282273,36883.0979023,0.315348947483,2.2847658362
69,4.46649989882,37959.521244,0.265318201965,1.99645756099
70,2.55975521176,44655.4798509,3.73707201911,1.84873959487
71,5.77819477967,53002.2018387,0.631301943888,2.4676207123
72,4.32518929042,40676.0517084,0.839197723664,2.58533303279
73,5.03242382074,38075.3864313,0.389029199508,2.13094810345
74,5.19548279622,44726.7093968,1.26226910204,2.53561248365
75,4.65990942522,36555.1782114,1.49587443747,2.35056944269
76,1.42128274752,14779.4404983,0.669278782853,3.0295289259
77,6.28789194483,33288.0348402,1.76128815748,2.15874596887
78,3.87323116232,28721.3275537,3.05527165195,2.02149495799
79,4.52173183138,28230.1397649,5.73008245792,1.96071583335
80,6.84732085237,39892.7879628,8.14156593403,1.91748464995
81,7.0,47796.6958254,2.24800375293,2.45163201554
82,6.79994733281,51939.0092,12.8791582087,3.63064791652
